,Position,phyloP,TSS,GC,C2H2 zinc finger factors,Nuclear receptors with C4 zinc fingers,Fork head/winged helix factors,T-Box factors,Basic helix-loop-helix factors (bHLH),Homeo domain factors,Basic helix-span-helix factors (bHSH),Runt domain factors,Tryptophan cluster factors,High-mobility group (HMG) domain factors,Homeo domain factors&Paired box factors,Paired box factors,Basic leucine zipper factors (bZIP)&SAND domain factors,Rel homology region (RHR) factors,Rel homology region (RHR) factors&C2H2 zinc finger factors,Tryptophan cluster factors&Homeo domain factors,Other C4 zinc finger-type factors,T-Box factors&Homeo domain factors,C2CH THAP-type zinc finger factors,Basic leucine zipper factors (bZIP),DM-type intertwined zinc finger factors,STAT domain factors,CRC domain,TATA-binding proteins,Tryptophan cluster factors&Basic helix-loop-helix factors (bHLH),ARID,SMAD/NF-1 DNA-binding domain factors,SAND domain factors,Heat shock factors,MADS box factors,Grainyhead domain factors,Other C4 zinc finger-type factors&Basic helix-loop-helix factors (bHLH),Heteromeric CCAAT-binding factors,Tryptophan cluster factors&Fork head/winged helix factors,TEA domain factors,p53 domain factors,GCM domain factors,ARID&Homeo domain factors,Homeo domain factors&High-mobility group (HMG) domain factors,label,mse,r2
layer1-head9,0.00042894828799893786,0.0021732025335464873,-0.009657260005397664,0.014342053143580877,-6.23226989687132e-05,-0.0002417632826657045,8.593642669334657e-05,0.0008757529554563691,-0.00037355668453033274,-1.0607030182378971e-05,0.0008294306869949436,0.0010131802488372447,-0.00023349300058152567,-0.00016576320838297597,0.0017012764114890727,0.002222704246523124,-0.0036097229545837594,-0.0006017339767650805,6.5052130349130266e-18,6.938893903907228e-18,-0.0005458561867626732,-1.734723475976807e-18,0.004572549613111084,1.3028894087579519e-05,0.0005329843088077043,2.0196025016433706e-05,-0.0025335649767892557,0.005512386381143308,1.734723475976807e-18,-0.0009343341091291912,0.0008192265137753005,0.008590221988420202,0.0021946017683959545,-0.0010957048876221117,0.00042086125228357627,0.005760223613513052,0.0013515102108364425,-8.673617379884035e-19,-0.0019247587677439155,0.0072202403123732386,0.001774354196653455,0.0004077653550738097,-0.0032901016006550918,-0.031684797300166274,0.025717841505916758,0.03199587762626677
layer1-head10,5.8259447716456376e-05,8.239787148656595e-05,-0.0019958976073909665,-0.008127880674864078,-4.188260272372641e-06,-8.946499059658671e-09,6.71758481159071e-05,-5.573538938145151e-06,-4.809704781093778e-05,3.334410932229483e-05,-7.68524156283535e-05,-0.0006411917304405389,0.00014335618538974674,-9.718354692993004e-05,0.0009147723153154051,-0.0016679768868392221,-0.000582511846566844,-0.0001634766812268934,-6.505213034913027e-19,-2.6020852139652106e-18,0.00013733806326096884,0.0,-4.542770623027548e-05,-2.130941548551846e-05,0.0014602304609859418,0.0003542771427695003,0.0009959036519008337,0.0005956640794659002,-1.0842021724855044e-18,-0.0005316924152729028,0.00030979332362867864,0.004128692728228238,-0.0010715566962089722,-0.0005580150195456505,-0.000185197815704758,-0.0010108437455775864,0.0021697371729668177,-4.336808689942018e-19,-0.0010142970129729896,0.0036064035641565385,0.0021740717576257027,0.0005603333983824181,-0.005657261412114172,-0.001814373903673724,0.008365191928731515,0.0020216682246916307
layer1-head11,-0.0018259234617224868,0.0024062618358360387,-0.0008534629994419454,0.13850505529112542,-0.0017162327425243676,-0.00034962158190701296,-0.00021545325062045852,0.000164185143538192,-0.000646012361833801,6.925354947112428e-05,-0.00012588854601964286,0.0005933726063297558,-0.0002816784100634296,-0.00046395162067289247,0.000831224588304657,-0.003989674662865673,-0.00044798817938982615,-0.0004461280737323552,2.949029909160572e-17,2.42861286636753e-17,-0.0027275010774663903,-2.0816681711721685e-17,-0.0038536280993594157,-9.614970857216887e-05,0.008407383457613665,-0.0006550557451638698,0.0003266954824863813,0.009791047179629152,-3.469446951953614e-18,-0.005054418481777595,-0.001570535890668941,-0.007752406961595349,-0.0014398739879372432,-0.0018118199292227685,0.005082255998836305,0.004644225479087941,0.0011507719531875195,1.734723475976807e-18,-0.0013626730721587842,0.007653452703817391,0.0037976146089694746,-0.003099734489172784,-0.023355388925804903,-0.04706639902769702,0.05543915700302066,0.17465585870731193
layer2-head0,-0.0003834158248917784,0.0004463200150146341,-0.017802774628194858,-0.11777430958260318,-0.00042611417004022827,-0.0004540965236294335,3.9275290467116064e-05,0.0007219374941975659,0.0003981124913251546,-0.000126402238280234,0.0008872592564795572,0.0006790001614918776,0.0001796727935850198,0.0011203567803305483,0.000646659444756031,0.009040489538375465,0.0008898008066126306,-0.0005932095180897852,-3.8163916471489756e-17,-2.42861286636753e-17,0.0014406676331096006,6.938893903907228e-18,0.008750063707120745,0.00041724591240498035,-0.0020375804921478383,0.0017272992265156726,0.00408809150702319,0.006315572834210592,0.0,0.00048195536752044686,0.0009864157896814164,-0.0064256875781867045,0.002787722291181373,-0.0014458539866402766,-0.0019774341868887906,-0.0036563771095892267,-0.0015489149173590086,-1.734723475976807e-18,9.660256641508917e-05,-0.007202041095476413,0.0008399328163403654,-0.0009280508816443059,-0.01180073436126903,0.02939773545156322,0.05214796270125429,0.022327902554411305
layer2-head1,0.00025034130818132584,0.008982238544372806,-0.0008383211351119812,-0.16331779409568983,0.0001834237443143478,0.0005950107750320211,3.500317321167073e-05,7.933963654847544e-05,-0.0006596204059928947,0.00011881633157217181,0.0003601420313899545,-0.0033220372105590705,-0.0005962462455662223,-0.0008965821339640783,0.004096010971127058,0.004432917292022722,0.008462953806775227,-0.0013066098240684736,-3.8163916471489756e-17,-4.683753385137379e-17,0.002224126041829449,2.0816681711721685e-17,0.004987979075695011,-0.0011361468243777436,0.015207405514745052,-0.0011096157089729817,-0.0037232022868159682,0.00961756466885433,-3.469446951953614e-18,0.0021592313030722125,-0.0022886701469406715,0.027570929422498853,-0.0046718930313876805,0.0005848882881959456,0.0011039796514041276,-0.004090692980969001,-0.006364323817529685,-1.734723475976807e-18,-0.0012500179093060495,0.010284958364838385,-0.0019417253625272817,-0.004681501394619963,-0.02420094904484841,-0.2069566955510737,0.07318374572495846,0.15252091396468692
layer2-head2,-0.00045815710752140383,0.007151010277545914,-0.02815095159146446,0.42616483724098947,0.0005026609438942231,1.087647477051191e-05,0.00016647574321006626,0.0005233104804472299,-0.0002059313535183025,7.345910700996767e-06,-7.90799134197223e-05,0.0006769147820878556,-0.00019534400966707724,-0.001230041353156178,-0.004082574920894806,-6.688694661997579e-05,0.011760803578935544,6.184032001367574e-06,1.734723475976807e-16,1.2836953722228372e-16,-0.00016116301606724462,-8.326672684688674e-17,0.009810469131387651,8.457119768936465e-05,0.02463571707504031,-0.00023695329882429252,-0.002109628447540532,2.4049704240465514e-05,0.0,-0.00045492703476142024,-0.0028025744626873675,-0.006101428687708836,0.0023057058650016293,-0.00602272540585545,-0.0024297287077066215,0.01137434257942918,0.011059596382069048,8.673617379884035e-19,0.00031577123018925265,0.010508132276923932,0.002067050802421004,-0.002279168206405462,-0.013958483586013362,-0.08539006596725053,0.0955032258075807,0.07559374752799353
layer2-head3,0.00032619041199080374,0.004387345736701138,-0.01207916118055121,-0.36357608866649344,-3.463539436554953e-05,-0.0002288167493686106,0.00021671767833010628,7.698495600719685e-05,-0.00014749108001117558,5.350201155113192e-05,0.0025081049322533745,0.0008984642854559208,0.00013269424985112098,-0.0002739717223265838,0.0030247264918398954,0.0007274708247565384,0.0035984202210427836,-0.0008413010153581549,-9.71445146547012e-17,-1.0408340855860843e-16,0.0017801722492260062,5.551115123125783e-17,0.003194124773548592,0.00043634128119676973,0.010947403283248905,3.6371695584289896e-05,0.004553265591198447,0.002843278552864348,-1.3877787807814457e-17,-0.001646745369772614,0.0004378274728431049,-0.0048123077609267435,-0.000548637181564461,-0.002148337117675106,0.001614579855636142,-0.005949986953474104,-0.006162649793254006,-3.469446951953614e-18,0.0009506312539703995,-0.002058518601914588,-0.0027981729828082946,-0.004903019239749774,-0.013370406346090793,-0.07168977492493442,0.02967037220865798,0.1991452620524493
layer2-head4,-0.0003057227155320028,0.0003314452697115287,-0.002713484617552435,0.03741846119291347,0.0001243752824510145,-0.000343854075742763,0.00016729645256591402,0.0003180954830654663,0.00010200902212935754,-3.07924436686779e-05,-0.0007472568904028459,0.0014839493404649538,-3.842922112349591e-05,8.577174975519734e-05,-0.0007011926561366144,-0.0007077008123008281,-0.001208693013221186,-0.0015126987245408603,1.474514954580286e-17,1.3010426069826053e-17,1.1383817097673011e-06,-6.938893903907228e-18,0.005598141620217409,-0.00010178354394572407,0.001024660624907395,0.0005364514600976702,0.0016866459600615813,0.00473628876643491,0.0,-0.0005337958654115423,-0.0005434762449860566,-0.0032686034402920837,0.00225961474283941,-0.0033276057627567752,0.0016203654747202212,-0.0013769076262604007,-0.002966697565581464,-8.673617379884035e-19,0.00026702737905218046,0.0020609869668780163,-0.00042223783788113714,0.0023892345083965424,-0.005159666460749525,-0.019404159945231654,0.03785224085178344,0.01167832618491238
layer2-head5,-0.00029421439178775073,-0.0018022892060353649,0.02002963542785356,-0.018870879991317036,-0.0002462673432714299,7.191085471736876e-05,0.00014687004667048042,0.00022737355485087874,7.889741047353801e-06,-7.160555675840193e-05,-0.0005482333690730052,-0.0013449755408167648,-0.00015655781690859647,3.897393668089249e-05,-0.0017888036694478913,0.0019404607043653072,-0.0065804322985039,0.00011080196671026018,-1.0842021724855044e-17,-1.3444106938820255e-17,-0.0005997126494859747,8.673617379884035e-18,0.003409634700753432,3.7348207912673076e-05,-0.010273690800377062,0.00026865029441077657,-0.002867510928198576,-0.0002027362892138388,0.0,0.0025581141372992087,0.0005931471001713447,-0.002463083091573009,-0.0004990573684403682,-0.0008895180360794406,0.00137746862171963,-0.003399150516763172,-0.0008289994999633728,-8.673617379884035e-19,-0.00194950210425973,0.0016690085702942932,0.0006372146056701517,0.0023790024965119464,-0.004412172851665536,0.009397960522776602,0.03958362421329424,0.007107196437542762
layer2-head6,0.00016501971153671795,-0.0003402514338103017,0.035820443669229166,-0.05548639438042945,-0.00034821703719436185,-0.00042214900841771436,9.771732251651841e-05,0.00041549033849110143,0.00033769569875162037,-9.527370537689926e-05,0.002358041620778054,0.0006788925063130577,-0.00012987308321636484,-0.0008565509116646887,-0.0008534786337291789,0.0026343651426291434,-0.011293357499366927,-0.00022745944135088784,-1.6479873021779667e-17,-2.1250362580715887e-17,0.0011788084175379694,1.734723475976807e-17,0.006747905487980638,-0.00028705982181619104,-0.0053011830030835596,0.00017131524834964468,-0.0007246697523017111,-0.005300641432989448,0.0,0.004378177643136127,0.00111634461356288,0.017001094538019106,-0.0007610436844437376,-0.00017946189878151366,-0.0017331204398307273,-0.009191384004399781,-0.003628245976860149,-8.673617379884035e-19,-0.004289238100138155,-0.01293623372245693,-0.007756543999556804,0.0031143827560162836,-0.003845275829230581,-0.04633471846584824,0.05438973844936808,0.01592340189155561
layer2-head7,0.0005216166567500308,-0.0018836573407631939,-0.02189311202764194,-0.06001512505900679,-0.0011004256699047705,-0.0007547394023115645,0.00017660684537791754,0.0004029428543112449,0.0002903307168403223,-9.075466665508387e-05,4.0761729334259576e-05,0.0040755254381465815,0.00014273841613598274,-0.00016671104032155864,-0.004937036403018363,0.007096520899297805,-0.005004372535436189,-0.0014261357780344691,-1.474514954580286e-17,-7.806255641895632e-18,1.4023726933446805e-05,0.0,0.004641933116143378,0.0004059966668009492,0.0004546267231767064,0.001006998393899706,0.00039188553826776854,0.002495790061251074,3.469446951953614e-18,0.0004806227724580535,-0.0003676913005082177,0.013337139018699947,0.003749570184658305,0.0004538174992042777,-0.0023190148737407884,-0.0007302599199587261,-0.0030677186179899315,-8.673617379884035e-19,0.0001931997338291248,-0.0017905162583401865,0.0013513243680760769,0.0029762209517917395,-0.011580501259289274,-0.007982774049380666,0.035265494483078634,0.028084699041612704
layer2-head8,-0.0002238440261592452,-0.0006427346876554976,-0.013824146129718594,0.10194283313194515,0.00024346666503408587,-8.729180893433586e-05,3.195020359562124e-05,0.0004356044114667541,0.00027680598267106684,2.847115695899333e-05,-0.0012730680420581643,-1.6076444193060748e-05,0.00020714417045341127,0.0008971570108766906,0.0009815345771390389,-0.002486374337861256,-0.0031126048006541265,-0.0020203553495199,2.6020852139652106e-17,4.2500725161431774e-17,0.0007676100269246098,-1.3877787807814457e-17,-0.0020907276527095723,0.00031933321525758935,0.0008590314146151492,0.0007793504014378093,0.003974138956532264,0.00224187147205481,0.0,-0.0021326203098472403,0.00019289444095480597,-9.981823086395686e-05,0.00360292826587009,-0.001971849039348735,0.002741512455707365,0.005562201964076836,-0.0002199721978810044,1.734723475976807e-18,0.0003620796730969461,-0.008161437277127396,0.0007001253386435158,-0.002024391845264476,0.002842756034975721,0.01749040430840058,0.013110878823338348,0.05134912929144686
layer2-head9,-0.00010921289147273553,0.0035339306157052496,-0.013012404416224038,-0.057382775829318174,-0.00046697013990986704,-0.00021211271819378605,0.00014909042979527638,0.001074616808999063,7.787822125341e-05,-7.74505958644332e-05,-0.0007016111268794154,-0.0009900191536461596,-0.00044855696978620725,0.0001772538828723815,-0.004973062252481613,-0.0024401471530916736,0.0010619411204061643,0.001235500684707417,-1.6479873021779667e-17,-7.806255641895632e-18,0.0009129555689028142,6.938893903907228e-18,0.004559640075483253,0.00020690296781560264,0.0027067462207611232,0.00046022885611905545,-0.0003426457753560816,0.004425673368616119,0.0,-0.001288195708460316,0.0003992213867420794,-0.0021898772058310274,0.004323553819295547,-0.0018623457482003917,-0.002049324723402744,0.0010896952679163836,-0.0016906819833180213,0.0,-0.0025131955727336216,-0.014115756191704206,-0.0009810982500690934,0.0010284113304740905,-0.004881743507760033,0.016492121757687772,0.02875508391252538,0.008371068253644864
layer2-head10,-0.00030649968582699216,-0.002735348340286606,-0.007269429503322068,0.023750517298559197,-0.00015401613986313747,0.0005478321601916338,0.0003617560798005775,0.00038702243910084514,0.00027259326333721777,-2.159504375841306e-05,-0.0005504535860313862,1.2183490496812685e-05,-5.5152290317322486e-05,0.00037200685405792706,-0.003322329277240597,0.0019583596043524897,-0.0009476697233720587,-0.0010386679503257817,1.1709383462843448e-17,1.0842021724855044e-17,-3.9444914596273814e-05,-1.0408340855860843e-17,0.0036365486163735844,0.00026211673459720464,0.0025247971659686304,0.0020300411082734325,0.0031296342321576976,0.0031864213051285978,-1.3010426069826053e-18,-0.0008934661793229842,0.0009512825936058245,-0.005803540026847457,0.0002296482045445121,-0.003983031534620795,4.3503854533285726e-05,-0.0004369563871508349,-0.003064762291303171,-2.168404344971009e-19,-0.0010108507231801854,-0.004370635134188358,0.00010195933565113235,0.00039617606473865057,-0.00252950148249573,0.035606199726222997,0.030927801795937064,0.02381235772792356
layer2-head11,-1.366201972388194e-05,0.000145793165185891,0.00017904583538038115,-0.035400601609632834,-0.00019153510209073303,8.939103068394513e-05,4.6732840572718146e-05,6.470957740390937e-05,-0.00012010102754072821,1.7475231929420057e-05,0.0001783185222622831,-0.0005272739699753231,-6.211447197807877e-05,-0.00011348834372318862,0.00033254501767315494,-0.0006389053633265422,-0.002833148588525118,-0.000511534308270511,-1.3877787807814457e-17,-7.15573433840433e-18,9.317749040701962e-05,1.0408340855860843e-17,0.0012382062841848759,-5.581196762307848e-05,-0.0020027797367149444,0.0001530693752057012,-0.0006814959163072925,0.0013841312912930628,-8.673617379884035e-19,0.0006596409632566327,2.553041137304095e-05,0.0038971260204346348,0.0011763576770602434,-0.0011825819401000174,0.0011865802388702263,-5.204881938875117e-05,-0.0014135856233969276,-4.336808689942018e-19,-0.0006987308482244805,0.0006082036394673173,0.0017433831381205704,-0.00040372211282288094,-0.0055849628483202384,-0.011568694547406513,0.003928873397346382,0.02278241489303834
layer3-head0,0.00019892363630605878,0.0004888694430090774,0.008611725615502825,-0.05039739241947511,-0.0003827424222239694,-0.00010443300854256631,0.00011772194981368465,0.0001839037524647057,-0.0001300706589365509,-6.333415527133262e-05,-0.0007323864887005965,0.0016991985947733125,4.402402634660752e-05,-0.0005716804646890604,0.006486915417958718,0.004378196644223464,-0.00675824597060254,-0.0022275610978841937,-1.0408340855860843e-17,-1.0842021724855044e-17,-0.00033042826590521,3.469446951953614e-18,-0.0027598538768489832,-0.0003165983155658145,0.004045984670611302,-0.00012134613248191559,0.0032680023955060393,0.007931730482608534,1.734723475976807e-18,0.0013757007520332088,0.0017369565216404205,2.1761158280177594e-05,0.004233195400729802,-0.0021820332044096918,0.000908567882310148,-0.003772596761966947,0.0026615313498454403,0.0,-0.0019011420470959417,0.0009869129412424964,-0.0014315755631278569,-0.002997208968008861,-0.01005504675100285,-0.03913303454910982,0.029105912659895795,0.023034295257083337
layer3-head1,-0.0003406489700488013,0.005186841183447996,0.005615730876005349,-0.03478983432226414,-0.0006766416760055849,-0.0008443039757589157,-6.873638144947562e-05,-0.0004940539124343106,-0.0002973363442639827,2.7784149947242655e-05,0.001083419273454503,0.0053488168903259225,1.4523337566158533e-05,-0.0009299816051883961,0.004287682233443293,0.0077661152015399025,0.004643405354367506,-0.0009150824382119151,-3.469446951953614e-18,-1.214306433183765e-17,0.00012554381895329996,0.0,-0.002666841967309249,-0.0001956336554670545,0.002646101387584937,0.0017158945103634817,0.0007416889173340352,0.009210021993045669,-2.6020852139652106e-18,0.0005067141723923556,-0.0008128110473501841,-0.0071058103466141685,0.0016752851592876864,-0.004691204425362833,0.0036325417650364656,0.0030599407055598177,-0.007215471193299864,-2.168404344971009e-19,-0.0004199429374156911,0.015918279292749637,0.0002766612579232991,0.0004263252425107212,-0.0002651718700744728,-0.11192456369853133,0.06645749104258307,0.05014926504793005
layer3-head2,-0.00030245232303033977,-0.0008701545615149505,-0.004366652450606791,-0.07862056171270759,0.00031821590162384953,-5.729469877090924e-05,-8.244145375461535e-05,0.0006540972162057999,0.00020267351081847132,-8.143952154344472e-05,-0.0003097919803860992,0.0005797227839902258,0.00021180120305764705,0.0007274823502020336,-0.0010032681334482241,0.0018969656034433318,-0.0010425810258603008,0.0008898535076521071,-1.734723475976807e-17,-9.540979117872439e-18,-0.00036469052632474033,1.0408340855860843e-17,0.004828587242979155,0.0009338210410581704,-0.0003795824062631049,0.000428255257144178,0.0021272103111555506,0.004285282377992316,6.938893903907228e-18,0.0025008994628754034,0.0019476640951748042,0.00021166072825735304,0.0008844243641604359,-0.00012940184398157686,-0.00541621599018867,-0.00043327974722178787,0.004891208739995175,-1.734723475976807e-18,-0.0030477291325291156,-0.003880080216917777,0.0030763042327134832,-0.004698666252245485,-0.002470287122359767,0.05474114932149287,0.03060216796742245,0.03646555847911792
layer3-head3,-0.0006316956930001349,-0.0013601727426137168,0.010606746222923192,0.16056470370375983,-0.00043551030852843995,0.00016186086808811295,0.00026081523283123884,0.0002880480647781833,-0.00021501787967043046,2.8994159137422014e-05,0.000179919039271955,0.0014527119198438677,2.096277248426657e-06,-0.0003411595102074342,-0.0014702303450591975,0.007334182126829312,-0.0011877810076953035,-0.0007553315199757294,4.5102810375396984e-17,3.122502256758253e-17,-0.0006889774129120646,2.0816681711721685e-17,0.0007482517749407004,-0.0003204170871119064,0.001966376635947047,0.0007811354367920207,0.005394347672644005,0.008370291692113632,-6.938893903907228e-18,-0.002750961475177061,-0.0004224020276460512,-0.01107196148090327,0.0002630462079447036,-0.0028805557795379424,0.000540075637449874,0.004913674125128072,0.00108468529954826,0.0,0.00047581083795420685,0.014520203806061005,0.0037648225936399026,-0.0006219855596949382,-0.012264776663560963,-0.04842114214999869,0.041716864353385105,0.05721503530288374
layer3-head4,-0.00010502174560439303,0.00015441226907230742,-0.0016624101747770615,-0.18234984763867795,0.00010069964969696956,0.00010504607740217653,-2.8298083472163e-05,0.0010228038213506792,5.475711079095341e-05,-8.52256633810571e-05,0.00011078192050295103,0.0016366078721818354,-0.0002486465330936444,0.00023624045397109737,0.0012232897945185792,0.001512151509711375,-0.0008463508125412641,-0.0013770825930174385,-5.551115123125783e-17,-4.85722573273506e-17,0.0006226699212439497,-1.3877787807814457e-17,-0.002557843867361005,0.00042680747411704306,0.007862767749400526,0.0015331283023787695,0.004600409423643354,0.0073625235390461325,0.0,0.0014072346203296796,0.0009409842305605961,-0.002753397674946474,0.002505846877209909,-0.0027861535245302244,0.0011416415712233738,-0.0006693155453741234,-0.0005209764180087984,-8.673617379884035e-19,-0.0010163721711065397,0.005232354886732952,0.0047673647169677496,-0.002226449941936434,-0.022181721963217303,-0.024423540218199185,0.03559900710616965,0.04126314091908079
layer3-head5,-6.897303813889787e-06,-0.00015031815950111013,-0.009185978052771137,-0.13923540038123403,-0.00017123230056658782,-0.0001268886499090137,-0.00013114944584829898,0.00026988609177884553,5.6244045160367916e-05,-2.581938700450618e-05,-0.0007152382034480932,0.0025101635969766744,0.0003152367677475167,0.0004240336609037595,0.0027891823542633776,0.005149532149408768,-0.0017087461646345887,-0.0005978832998354152,-2.7755575615628914e-17,-2.6020852139652106e-17,0.0009846692873366493,6.938893903907228e-18,-0.00047758421042743863,0.00029765869266477863,0.0105362566433824,0.0010354765168222862,0.005523343599516958,0.003132043194239166,0.0,-4.1263453026768844e-05,0.0016605170125833287,-0.0028900305110030906,0.0037966678109646514,-0.00225414919307982,0.002347431807404683,-0.0018035188305007732,-0.0020450780903400172,-4.336808689942018e-19,-0.0021382043547468273,-0.004049552204099329,0.003930461168291878,-0.003044339121115119,-0.012462167454787168,-0.026408791093058822,0.02092059132314036,0.04473208857183131
layer3-head6,0.00037976136360020897,-0.001342388339173728,-0.006994592874503511,0.259862040867469,-0.00026484211581344444,-0.0006826685404557172,-0.000129750526747081,0.0007015615444746713,-0.0005140813444213236,4.983907616800358e-05,-0.002043451742327877,0.0038765843518809066,-0.0004001267636720643,-1.168160357165491e-05,-0.0010925132119379809,0.006039664976483596,0.0010648985281697405,-0.00026717351984644773,7.632783294297951e-17,6.245004513516506e-17,-0.0004996416118335714,-5.551115123125783e-17,0.006866077065090778,-0.00047711162579908465,0.007010099734194729,0.0007030177711453955,0.0015665859715908142,0.009826123317875916,6.938893903907228e-18,0.002396492561067587,-0.0010026509511013397,0.0029543901524532843,0.0014404624706959928,-0.0035784216044691484,0.0017858823428513703,0.017438997275786867,-0.0005006270550286079,8.673617379884035e-19,-0.0002032523175797237,0.006445841585810875,0.0050801355331835775,-0.005186823638602931,0.0019342990465406646,-0.015515959119199957,0.04811687688491625,0.0560911156744901
layer3-head7,-5.389956615730221e-05,-0.0008332360849300785,-0.004298225933091236,-0.10805984706660711,-0.0002574871582815114,-0.0005078766733068938,2.2975447933020868e-05,0.0002509433148565778,0.0002026539132538816,-2.748169375826796e-05,0.0001130824563049714,0.0021621774530080603,0.00022133339187560623,0.0003876799376165573,0.001632903757888692,0.004697356643047029,-0.004020063051331781,-0.0006032470170375023,-2.6020852139652106e-17,-2.6020852139652106e-17,0.00040747270603465406,2.0816681711721685e-17,0.002353810070746214,0.00042657177510689186,0.006780360463834748,0.0010355149427216412,0.004741086624048893,0.004740867728648353,0.0,-0.0014276982559396614,0.0009657608303022749,-0.0037813040294719805,0.003959638839136182,-0.002048855286105961,0.0008537102368879551,0.0005886318597355126,-0.0016562997861068842,-8.673617379884035e-19,-0.0026250077349649252,0.00027337870987122404,0.002787167094977249,-0.0025869807722704212,-0.00945326262441491,-0.016388915208842638,0.019232520724610683,0.027777425939470857
layer3-head8,0.00028012203864714484,-0.0026727337661132137,-0.004578805330015259,0.07551011159607239,-0.0003160782090682337,-0.00022813220268232956,-0.0001709615817627755,0.0003545273493964733,8.268352824790224e-07,-2.7969434390780707e-05,-0.002336999557642475,0.0018839154386070085,0.0003368383506284732,0.0011535691777746595,0.002289557402599192,0.009315013232146728,-0.000337519503711814,-0.0002088276440091503,1.9081958235744878e-17,1.8214596497756474e-17,-0.0007411129804235226,-1.3877787807814457e-17,-0.002216187880222657,0.0006235532782019145,0.006200972709319762,0.00010283175392963376,0.0014878205293013893,0.004577141092542395,5.204170427930421e-18,-0.00020192611348344836,0.0017884373326521753,-0.004172074946454333,0.004292439246005039,-0.0010216553800488867,0.003295351527023103,0.0065990105962791205,0.002265326160130323,8.673617379884035e-19,-0.0020144007706384033,-0.0018088435343703569,0.006070157979335189,-0.003866671123760987,-0.002261680837310332,0.03552690942250239,0.033617190501336436,0.02463122551967689
layer3-head9,-0.00012889627989992527,-0.0010324942953160226,-0.0074217529373322814,-0.12078500910817998,1.9182496103533715e-05,-0.00011993033535346421,-1.14645380468747e-05,0.000442397673226748,0.00016780736083373628,-4.326223588341546e-05,0.00010177988996723566,0.0025925672845060923,-4.2509801540908545e-05,0.0003993013319846972,-0.0006830271949010441,0.00660299764839186,-0.0031174437382117514,-0.0010399294393974633,-2.7755575615628914e-17,-2.2551405187698492e-17,-5.5073974857466506e-05,1.3877787807814457e-17,0.00025940268076708387,3.095144188618192e-05,0.006079591893744695,0.0005779383879101563,0.0062644601875584726,0.0025987846953740594,3.469446951953614e-18,0.0005153214037913723,0.0016345401733073204,-0.0038082402996234333,0.0016344693438063026,-0.0009105649167938264,0.002906376169162579,0.0007885535941756497,-0.00022804186992778612,-4.336808689942018e-19,-0.0018593401597449262,-0.004420491694065325,0.0019366201683518364,-0.0019291126515646232,-0.007806905637365964,-0.00036368123839814896,0.020271722777683236,0.028293901100552854
layer3-head10,1.314071219448862e-05,-0.0025746170156297882,-0.007506116745801846,-0.07325789088628529,-0.00015282860901963595,-0.00027186385304583206,-0.0001197242883116014,0.000497538022652848,5.519759308278237e-05,-4.3068261711474596e-05,-0.000507006709154484,0.003000606239758348,5.27313343741238e-05,0.0004215385582538558,0.003442602301205893,0.004345898705761207,-0.004944571357125044,-0.000715413813061724,-1.0408340855860843e-17,-1.734723475976807e-17,6.0186307530248286e-05,0.0,-0.000415691130550738,0.0004049383239127121,0.007098488930321412,0.0011893823417263812,0.006537070379451555,0.006006979063705925,-3.469446951953614e-18,-0.001458062165032307,0.0011709304562155225,-0.0010191151670620481,0.0033006397501537397,-0.00171791550923735,0.001878935184769292,0.0036955909881615377,-0.0017924197521064426,-2.168404344971009e-19,-0.0014525460328608927,-0.0015319131079492238,0.004235937371682491,-0.002964246228739107,-0.010539639388309978,0.0026048932933490317,0.020461070138336174,0.009432233426449277
layer3-head11,6.841536762038791e-05,-0.003235498109681763,0.0012048025017156803,-0.020788907813581427,8.803443321528834e-05,0.00019088728239757247,-9.203945503059148e-05,0.00046131814065353066,4.132412988791143e-06,-5.546300504246774e-05,0.0007109165550070224,0.0016605529837564587,0.00022952284913489092,0.000733238635387782,0.002850875129488745,0.004711793945276813,-0.00278165936417079,-0.0002334008162650432,-1.3010426069826053e-18,4.336808689942018e-19,0.0005579762979417078,0.0,-0.003544527483629911,0.0005977305797280802,0.002668754497712765,0.0012390451661115616,0.005491898624899212,0.003067329445556216,3.0357660829594124e-18,0.0010739801715207264,0.0023794094414913273,-0.005839058816326611,0.0020775829673347567,0.00021138164974051293,-0.0007740474893801437,-0.009755051647394911,-0.002118695365991482,8.673617379884035e-19,-0.0023873802180679497,-0.00810984027739415,0.0038640116667432107,-0.005486826101759184,0.00025255507894709616,0.03559275785804161,0.027369931446046387,0.012490755560623734
