,Position,phyloP,TSS,GC,C2H2 zinc finger factors,Nuclear receptors with C4 zinc fingers,Fork head/winged helix factors,T-Box factors,Basic helix-loop-helix factors (bHLH),Homeo domain factors,Basic helix-span-helix factors (bHSH),Runt domain factors,Tryptophan cluster factors,High-mobility group (HMG) domain factors,Homeo domain factors&Paired box factors,Paired box factors,Basic leucine zipper factors (bZIP)&SAND domain factors,Rel homology region (RHR) factors,Rel homology region (RHR) factors&C2H2 zinc finger factors,Tryptophan cluster factors&Homeo domain factors,Other C4 zinc finger-type factors,T-Box factors&Homeo domain factors,C2CH THAP-type zinc finger factors,Basic leucine zipper factors (bZIP),DM-type intertwined zinc finger factors,STAT domain factors,CRC domain,TATA-binding proteins,Tryptophan cluster factors&Basic helix-loop-helix factors (bHLH),ARID,SMAD/NF-1 DNA-binding domain factors,SAND domain factors,Heat shock factors,MADS box factors,Grainyhead domain factors,Other C4 zinc finger-type factors&Basic helix-loop-helix factors (bHLH),Heteromeric CCAAT-binding factors,Tryptophan cluster factors&Fork head/winged helix factors,TEA domain factors,p53 domain factors,GCM domain factors,ARID&Homeo domain factors,Homeo domain factors&High-mobility group (HMG) domain factors,label,mse,r2
layer4-head0,-0.000859136829460876,2.763874281878862e-05,0.001797047006931796,0.0677175790110707,-0.0006808135865911825,-0.0003385257145196171,0.0001255713972468542,0.0009463619894324503,2.2147645034698482e-05,3.745697587868418e-05,0.0007033752149840232,0.002479455235198198,0.0003632601128791063,-0.0003361530396840712,-0.00793440349546404,0.0033790018423608143,-0.001948411297938439,0.0008375798912167479,1.9081958235744878e-17,1.1275702593849246e-17,-0.002458405460235972,-6.938893903907228e-18,0.0029780684395218087,0.000535340669184663,0.0014265901379716087,-0.0005470584371069553,0.00012380100930978514,0.011589685039116013,-1.734723475976807e-18,-0.002868745473832281,-0.0010862611838878113,-0.0071120591850724665,0.0019606668206428976,-0.0023737751460581767,0.0019453385380595102,0.020761536948115417,0.0010566951861392785,8.673617379884035e-19,-0.0004591512859290838,-0.0003275331375156094,0.000937667051992795,0.0012924688413062347,-0.010770209482811655,-0.022720458080131734,0.027977517088236373,0.0881962047776752
layer4-head1,0.0008505698032397604,-0.0015598668274449795,0.008717636396583845,0.04402788884226234,-0.0005760114925721277,-0.0003219577597051325,9.426644563302313e-05,0.0005122745914291134,-0.0001328212961844754,-3.5178027027610016e-05,0.00012068974013255238,0.0015255661588030945,-0.0003237152894727996,-8.168486729805778e-05,0.0007700134502016492,0.0028832718511107077,0.0009632310837002358,0.00013850669071972178,1.214306433183765e-17,6.071532165918825e-18,-0.0014499757051252826,0.0,0.0019649456308333765,-0.0006361117640677175,-0.001471916591049809,0.00018931620433374098,-7.074482003866752e-05,0.0025118573109756334,0.0,-0.001330533909494595,-9.669937268348871e-05,-0.002629629607262256,-0.001719843763163171,-0.0003716103958636887,0.0006366391136457934,0.00477402975723892,-0.001818015768033035,2.168404344971009e-19,-0.0016068082138971564,-0.0005528167736556037,-0.0005969087143352529,0.003833106759118249,-0.0037299221659931586,-0.025030632702701335,0.020040018710200107,0.1159080333895477
layer4-head2,-0.0003387995552721825,-0.002266723956742695,0.0015526505152454603,0.018812105133752678,-4.406797568927169e-05,0.0001993954361008157,7.696426573668602e-05,0.0005176130683069581,-8.86636620331418e-06,2.4806818708021553e-05,-3.253248956525157e-05,0.0007354267982909212,8.694833422832551e-05,-0.00043481836061536424,0.00020244202489660835,0.0012195550134878102,0.0013073449350341796,0.0010999174658157093,3.903127820947816e-18,3.0357660829594124e-18,-0.0012572972841137088,-5.204170427930421e-18,0.001038445369312123,0.00039970803279562275,-0.0026041409269231815,0.0002787885299219456,-0.0006839934042634155,0.006635823963113164,8.673617379884035e-19,-0.0010257758359602318,0.0008478934979819984,-0.0006619429076324284,-0.0009337784102246699,-0.001466819169494194,-0.0009504389781494412,-0.001499733145004583,0.003027097839992126,-3.2526065174565133e-19,-0.0012961924891481318,0.002822720360321938,0.0017603932413380943,1.3975450775409705e-05,0.00281516840001492,0.0020081363834219246,0.013240399717095777,0.029733546807823696
layer4-head3,0.00017993380637650557,-0.0007231438668075374,-0.004948060389087204,0.033537759951195394,-8.696896012538084e-05,-8.593454809937286e-05,2.9411221117519782e-05,0.0005861341728550287,-7.005847261664555e-05,2.8064114688951608e-05,-0.00018479654987848482,0.0014613422778543533,0.0002670707144172022,-0.00010873025933951442,0.0028585177407135136,-0.0006532930793316498,0.00010227070997126243,0.00032983972378482305,1.1275702593849246e-17,1.0842021724855044e-17,-0.00046168067263892585,-1.734723475976807e-18,0.0008272019957831752,0.0004879986271098334,0.0026396886932021696,-3.111803631514889e-05,0.0009016778044731424,0.009191470710633453,1.734723475976807e-18,0.00020093662619625934,-3.301289776601194e-05,0.001889776947086682,0.0005770585143021093,-0.002190652805637794,9.57695190823469e-05,0.00867589092636852,-0.001150147677576756,0.0,-0.001528186861545243,4.4916526127153136e-06,0.0019512642180106068,-0.0006808689645002001,-0.0029654513673605496,-0.001963019945990859,0.016616820952484113,0.00963798771544877
layer4-head4,-0.0001315488326222065,-0.0009854848902500423,0.015178202836245522,0.028574667842838648,-0.00018633311443107402,-0.00033615715836759856,4.2519400834884006e-05,0.00046526061287709136,-4.7152807037259976e-05,-1.553741459584857e-05,0.0009262311330349404,0.0008246439065538412,0.00034333684065413714,-0.00010357937323061428,-0.002364810515181481,-0.0007272268592414397,-0.0023966970756116547,-0.000424976086291306,4.336808689942018e-18,4.336808689942018e-18,-0.0005552717937315042,1.734723475976807e-18,-0.0003920167739312725,-5.038786503309387e-05,0.002269242288127361,6.685838648414695e-05,-0.0010833526536594338,0.0003663871326495989,1.734723475976807e-18,0.0009092643778118723,-0.00016668350314180623,-0.0002086865224565449,0.0018555787123256545,-0.0001777478701409008,0.0009484842775697281,0.003617972434434823,0.0005887464726020963,8.673617379884035e-19,0.00014334243733302447,-0.005756759385050566,-0.0016481196720785915,0.0010550017755174051,-0.002240477031653259,-0.010318539704068524,0.014149373533117267,0.007197300040619137
layer4-head5,-0.0010796656752763525,0.0013484897914885746,0.006285485619922432,0.0655898757485541,-0.00037999253246586665,2.4326097511385296e-05,-2.5160459176685467e-05,0.0001006250306652178,-0.00020612115434957503,3.354256811886452e-05,0.00045996425433974636,0.0014625569825080108,-9.237400129786217e-05,1.8224809227126952e-06,-0.0023177296216784615,5.8765097565756315e-06,-0.0019898665350289147,-0.00037772946064730626,1.9081958235744878e-17,1.3877787807814457e-17,2.707357705534223e-05,-6.938893903907228e-18,-0.00027073745411920975,-0.0007926332632506792,0.0017842481639277266,0.00032240693569160624,-0.004639664023033857,0.0035194817324999995,0.0,-0.00012386871487790211,-0.0010369361072461837,-0.0023411205238107057,0.0016607805220704014,-0.0021253744084881753,0.0007023246178879027,0.003159905229652907,0.0015206128728253471,4.336808689942018e-19,-0.00024312970368860489,0.010725310741707352,0.0018837777788244991,0.0040150363693744985,-0.005879095241444574,-0.01434823161514118,0.021215141154591114,0.15905022713279848
layer4-head6,0.0002590255608792872,3.0447462364322303e-05,-0.001991541380438395,0.03252974283989454,-0.0001334624944157225,-0.00010318324647183017,0.0001323174799256529,0.00021786171043504144,-7.542929297513123e-05,2.7892744632267867e-05,0.00020008890164130593,0.0002951709871523969,5.9567746874880194e-05,0.0004219148010104776,0.00019422517084046929,-0.0004654652061555685,-0.0017519988039099228,-0.0011402385288112194,1.3444106938820255e-17,9.540979117872439e-18,-0.0006900559204122117,-5.204170427930421e-18,-0.0037615538871404175,0.00039090536581538865,0.004229324652578605,0.000960231104437575,0.004953806734229151,0.004434783642863322,0.0,-0.00191821471015628,0.0004935302570632707,0.0037736778751423007,-0.0007193892425043588,-0.002052162145488935,-0.002488653722145827,0.0036574284175396278,0.0034747660860817474,8.673617379884035e-19,-0.00107439805985114,0.0007374458358329572,0.002190933293943697,-0.0007832917486161636,-0.008177919235273976,0.002573980115420757,0.026626955611216013,0.009767201512358548
layer4-head7,-0.00048505706158298687,1.089540260611144e-05,-0.00013556584944631264,-0.05890646702880276,-4.3394949969053506e-05,0.0006970214095538043,0.00018467989964704868,0.000623638491136731,2.5453657767219532e-05,0.00010332770249242549,-6.274291282520833e-05,-0.00028703840971531564,0.00028139436470460806,-0.00024949101644376233,0.0023993999180377036,0.0038219384582778744,0.0012748345760145777,0.0002336049750189437,-2.42861286636753e-17,-2.0816681711721685e-17,-0.0006015300215104022,3.469446951953614e-18,-0.00385953097802623,0.0005060642368872865,0.004868908046849218,1.4476188832547174e-05,0.0012641387714773275,0.010169737586573024,-5.204170427930421e-18,-0.0035104831855676437,-0.00015600369974291838,0.004869523745552086,0.00010948216820313616,-0.002098673998295479,0.0022708333924440142,0.008768930547084242,-0.0017392883173354516,8.673617379884035e-19,-0.0005271093537342227,0.00268495373130228,0.0021173896690595347,-0.003238463169199945,-0.005040927675475223,-0.029957777497767596,0.01829751286175199,0.05985086350242641
layer4-head8,-0.00010719139546149352,-0.002708128582417867,0.010800762588660022,-0.07890632972122391,-0.0007094680719158051,-0.00036088468307470667,7.826687415817864e-05,0.0004366695732953545,0.00014586265639330792,1.9210972614744593e-05,0.00018242368396766817,0.0009452695006305277,0.000426786836877515,0.0006952129860999009,-0.00845254935708464,0.0072525267544897975,-0.00906471153982704,0.0009458344582897517,-2.6020852139652106e-17,-1.3877787807814457e-17,-0.0013267274924359039,2.0816681711721685e-17,-0.005522060618798885,0.00048225625358694834,-0.0037461002515520587,0.0008816065512333198,0.0009776012796291898,0.007547268943328276,-3.469446951953614e-18,0.002415403082589854,0.0008082863427776825,0.010657380268556041,0.0010969905523494161,-0.0005529716834352389,-0.0027760841067546492,0.008807854124762383,0.0010906239155841616,8.673617379884035e-19,-0.0011460434152410508,0.00018470237322978358,0.0014253571362519923,-0.0008504494976492149,-0.008953303973775941,0.03374440608963797,0.03065337969977656,0.015047998333045376
layer4-head9,-0.00010256132553055643,-0.0025980290096789924,-0.002627063510172819,0.022792274008954595,-0.00017509937252085968,0.000395326057648519,0.00016428889659394222,0.00028812710013944004,-2.9855018890689524e-05,7.644978814507873e-05,-0.0002668905108299873,3.173602901426827e-05,-2.422407011756063e-05,7.540685236887876e-06,0.0005059877549605284,0.0016523506875861912,-0.0007233493763877326,-6.836746004873743e-05,6.5052130349130266e-18,7.806255641895632e-18,-0.0003514199009225354,-8.673617379884035e-19,0.004594314546593911,-7.251560786082929e-05,0.004207096175765534,0.00017124679798229727,0.00025707629281792487,0.006082472890941642,0.0,0.001051862055049105,0.0011633425617339052,0.00770071633887952,0.0006025169292734545,-0.000678618707000607,-0.0009304116499217725,0.0022850756270094822,0.0010627041752850383,-8.673617379884035e-19,-0.0004679663442401704,0.004865272910760295,0.002224533290315266,-0.0028035406073426365,0.0010367425100543098,0.01179300891860278,0.013028943369481518,0.007662310507098424
layer4-head10,-0.00012009892374208414,0.0014053195784027304,-0.003486731364869292,0.10146465523588233,-0.0005811137066485563,-0.0009139678351811763,0.000294443737913029,0.0003488239058199877,-0.00023417041733159364,6.8109547979177694e-06,0.00033022134968411745,0.0010206403428534793,-7.785479210955829e-05,-0.00013900506326736226,0.0014756559291205038,-0.0013727211985035816,0.0014959373548987767,-0.0007629011902359438,2.0816681711721685e-17,2.42861286636753e-17,-0.0008752977145048968,-6.938893903907228e-18,-0.003398634659662098,-0.00040583956592058797,0.00043257539780031595,0.0006944539630231005,0.0018310966970565934,0.003782768694161855,-6.938893903907228e-18,0.0004156366107417116,-0.0002707885239451179,0.0001766305020628059,0.0039732484691370785,-0.0027350405507412493,0.001292765492784555,0.002300893430997468,-0.0034738842786666826,8.673617379884035e-19,0.0014761587885014386,0.009485890340432698,0.0022929622529398513,0.0017973711902049693,-0.006729203106843584,-0.03725524981178169,0.01443166110607501,0.042346842017040975
layer4-head11,-8.098701469428751e-06,-0.001317523848262865,0.0019262802612724909,0.07647446790571828,-0.0002044210912878491,0.00023446335054687185,0.00012547831670589758,0.0005949424206117148,6.447014400808517e-06,4.438576653769175e-05,-0.00024890148628178545,0.0016322744837947267,0.00029455545302086523,3.424644828352278e-05,-0.000913522842332706,-0.001077419042127826,2.2982771406167267e-05,0.00012666599478860857,2.3418766925686896e-17,2.0816681711721685e-17,-0.0006111479182459658,-1.0408340855860843e-17,0.002462270915189466,0.0005754608585586256,0.005681522883561622,0.000685666099150564,-0.0005789384781246055,0.006949143656239164,3.469446951953614e-18,-0.00046404578926064193,0.0004407461013604678,0.005309452727019996,-0.00021173421612338575,-0.001111206521476714,-0.000531495194364042,0.004652659283768758,0.00116402747499479,4.336808689942018e-19,-0.0009889868578056098,-0.0013118992634503037,0.002945831324906475,-0.0010670528301343356,-0.0028237877811272643,0.00029174920031945113,0.01980469487846067,0.012498030885363498
layer5-head0,-0.0001476022260705301,-0.0010584972667274381,0.013552488086021216,0.03277756367523526,-3.9349678485535975e-05,-0.00045013996362035106,0.00018873789162078916,0.00015524563695845908,0.00013951873231477185,3.9454789706545727e-05,0.000558878170673618,-0.0008121053814500263,4.21395898216163e-05,7.888388215985952e-05,-0.0032334910084814567,0.0011452653126630802,-0.002146586309062618,-0.0010797382126641042,7.806255641895632e-18,7.806255641895632e-18,0.00010521152296242282,3.469446951953614e-18,0.005526111554075637,-0.0002810316770930727,-0.001091803635906055,-0.0002584057925640496,-0.00043563148239635525,0.0015602784858483427,1.734723475976807e-18,-0.0003458950197646387,-0.00010930622011543678,-0.002018000183497574,0.0017430107156599438,-0.0003091688867824008,0.0007778210475917015,-0.0013138703964326115,0.0003285813622456431,-8.673617379884035e-19,-0.0012147297842254236,0.003297143690759662,-0.0045049867691213455,0.0010569899445718501,-0.0041537364301611895,-0.0059265304064705735,0.026785077297981196,0.0043531557403274634
layer5-head1,0.0001464652041851441,-0.0014525845052862246,0.0022886680110929774,0.01222872151478513,0.0001629765753704886,0.00011189966340082542,1.7760583309289433e-05,-3.1930838180637284e-05,-0.0001280455781505552,-5.905264030308747e-05,0.000966961629664503,0.001579346660800656,-4.151908128223051e-05,-0.00010407604468577868,0.007397992391901745,-0.003656312743107612,0.0026593963825165172,0.000339871866057861,3.0357660829594124e-18,-4.336808689942018e-19,-0.0010598790157263069,-3.469446951953614e-18,-0.0006767226699490274,0.00011797578744182611,0.006446612329163542,0.000215133780017431,-0.0036126375871018217,0.004580810942623139,0.0,0.0015779401514527992,0.00024693744796935917,-0.011575268504132508,-0.0011238983821539115,-0.0005345907871070052,0.004517656788480062,0.008649312281735141,0.002253582502425414,4.336808689942018e-19,0.0005490706363602016,-8.460900517820813e-05,0.0015577843914614457,0.0018175400080073113,0.0003089751091673203,-0.028939346938036487,0.01817778357161155,0.015677207863440956
layer5-head2,-3.716706987523983e-06,0.0006301241516239981,-0.0018054558373159536,0.005779671006362481,5.187141015419442e-05,-0.0004501401001331605,0.00018748513680538656,0.0004173255579165643,1.7620320633666374e-05,-2.745307775330055e-05,0.0013031328493930418,0.00027347175203479214,5.910684577402206e-05,-0.0001324500190744776,-5.026240351475736e-05,0.0036723952877803045,0.0019096084021493842,-0.0008821489584364359,1.5178830414797062e-18,3.469446951953614e-18,-0.0008641645062210156,-1.5178830414797062e-18,0.0033438048701091433,0.00022439271483437552,0.001840789368785231,-0.00010150959143335453,0.0024476124133758987,0.005792213131260541,8.673617379884035e-19,0.0001913844118962527,-1.3099860984108388e-05,-0.010762195634723621,0.0008811042354857936,-0.0006094010594902214,-0.0020107686957581724,0.008449614167595097,-0.0023515082736123663,-4.336808689942018e-19,-0.000727405791100482,0.002882611698946589,0.0005658969401003867,-8.377442219678292e-05,0.0014703212109683874,-0.026782241947415537,0.01520591717178656,0.01172461480738185
layer5-head3,0.000207626788383768,5.895627056644124e-05,-0.0008353101681080777,0.1245371834256177,7.409156579616078e-05,0.00018639661128050432,7.748568224909485e-05,-0.0001126103091825944,8.998068463733946e-06,1.3585589126876866e-05,-0.00010900300411437572,-0.0010405949253247785,0.00025545918748723676,-0.00046874351453972694,-0.0014871948734416242,0.003919020539718384,-0.002099066975173047,0.00033612628863836144,3.2959746043559335e-17,2.2551405187698492e-17,-2.0068559949353044e-05,-2.7755575615628914e-17,0.00046173790371021033,4.926755709133535e-05,-0.0019321024351642928,-0.0005647502890995045,-0.0012576867741524345,0.0014246587052687218,0.0,0.0009619562066680181,-1.2410855809433904e-05,0.004192366740243338,-0.0007880740139426575,-2.440552590575088e-05,-0.0011062029424167372,0.0010424908150302864,0.0023577585177593286,8.673617379884035e-19,0.0005500695704616762,-0.0008540101875041351,-0.0002833129275894993,0.001768432717660001,0.003191206288005622,-0.007700741267270296,0.007827687737360775,0.07893008252305855
layer5-head4,-4.450742155498335e-05,-0.00031778295694810514,-0.0034058838755612083,0.052162609218358365,-9.9926295456686e-05,0.00016876951485804637,0.00014637818659226577,-3.431299483920655e-05,7.289918517843368e-05,-1.0869382004845788e-05,0.0009183842797448722,-0.000955757093108155,0.0001572372376705321,-0.0001797136625196515,0.0007065701447713264,0.0037645235501216276,-0.0036241628127503373,0.0002724078835850537,1.8214596497756474e-17,1.3444106938820255e-17,-0.00040664522028587257,-1.3877787807814457e-17,0.002300731499655204,-9.702755004081505e-05,0.0018526096168876693,-4.03998817810972e-05,-0.0010613853045553718,0.0023953341764407785,3.469446951953614e-18,0.0008675921625488681,0.0010356559082407143,0.015688178305236333,0.0011694827046422856,-0.0006203302400402619,-0.00227846088009482,0.0014894625463645304,-0.0008110055745899947,2.168404344971009e-19,-0.0003449867295890943,-0.001572843483077694,0.001619661976109116,0.0051273617154062165,0.00155514900231873,-0.023530519835044287,0.017795058004003078,0.011760673004852173
layer5-head5,0.00010490544274828947,0.0035357414636209973,-0.0016155111113308569,0.03464917234807171,-0.0004285800259746092,0.0001285246397810886,0.0001162362437994472,0.00012629523091606907,-0.00021746280922656016,-7.298740750115473e-05,0.00020539767314999976,0.0005401016832825505,8.148569524549604e-05,-0.00044958448454271937,0.010427450592281711,-0.0009810666358353525,0.0011870338423478268,-0.0006709771456276368,1.431146867680866e-17,1.0842021724855044e-17,0.00014577931346276818,0.0,0.0008039143474070296,0.00020912525256701418,0.010594313877058182,6.580391337504699e-06,-0.00013186256426440617,0.004469631820713888,0.0,-0.001213724129752245,9.246472904015157e-05,0.0015944131700787122,0.0006332980960383408,-0.0016858511168449566,-0.0004639302261112349,0.009212896439070355,0.0007673730441606439,-1.0842021724855044e-19,-0.000912197735895304,0.009981226621898317,0.000840371249628821,0.0014110863329988984,0.0004545318182003157,-0.07117318773739063,0.01640641738590868,0.07211207067709169
layer5-head6,-0.0001441383105940677,0.0025341430279834714,-0.0044435247169664766,0.04836249304821019,-0.0003386131575232085,8.716029968369528e-05,-0.00017113134176474548,-0.00038081991228248937,-3.396192908104013e-05,-2.1615944173124937e-05,-0.0005573966250390722,0.002021869912923576,-0.0001341624049602994,-0.0003695511998934272,0.003001039018095424,0.0008447443717888883,0.0017045523844968049,0.0009256152764701902,1.6479873021779667e-17,8.239936510889834e-18,0.000538134854775574,-5.204170427930421e-18,0.000740404052021142,0.00018964427750017162,0.0014119207158641326,-0.0003353342518500239,-0.0019931954913061725,-0.003206162288319856,-1.734723475976807e-18,-0.0021453085081279276,-7.211270048089478e-05,0.008318353952509464,-0.0013277714267735583,-0.00016758292092079003,0.002203025310768336,0.006393889881417348,0.002210770617456923,-1.3552527156068805e-19,-0.0005060948338040305,0.006879683038188672,0.00028403669946480735,0.0018455946916376136,-0.005466775525701313,-0.06079250009780536,0.017062295883196934,0.05278708630206852
layer5-head7,-0.0004722720517223745,-0.00039441817820676163,-0.00773160871688232,0.11785457801018996,-0.0005121835372438044,-0.0007967548038749078,-0.0002138338460127702,0.0010483072873025015,-0.00035768352623560454,-0.00016173874706020875,0.0018812146143094947,0.0013674589163459295,-0.000710063174057938,-0.00022359759037533328,0.010116071220404406,0.0006920332748419007,3.324321215760888e-05,-0.0001082399434577108,3.9898639947466563e-17,3.5561831257524545e-17,-0.0003831292804610504,-1.3877787807814457e-17,-0.002217634505342797,-0.00013329246861179482,-0.0014508598937335523,0.0009735965623050079,-0.002672297955570799,0.0029585274764100822,6.938893903907228e-18,-0.003613988416847249,0.0002122731880363434,-0.0018428817284134918,-0.001928261393564402,-0.0004771228248279773,-0.0005989484421842773,0.007558583820874261,0.0012283452234008894,8.673617379884035e-19,0.00045981165727266253,0.0030857720079224406,0.001017712158946774,0.0013433339761872202,0.008028100130450957,-0.02481583602029617,0.02998620585772878,0.04253338120422423
layer5-head8,-0.0002559547787059873,-0.00024209441365782245,0.010752929600154216,-0.011522033146281883,-0.0004282908417772926,-0.0005821134048691484,0.0002452931033359647,-0.0004279359146123649,-0.00014429177734646688,-6.283439767520067e-05,0.001898433415585154,-0.00013740470886620392,9.297198107924954e-05,4.769824885509494e-05,-0.0011115152109256547,-0.0021564496603268014,-0.0019528663157205811,-0.00035212931070662315,-5.204170427930421e-18,-5.854691731421724e-18,0.00017873588894026487,3.469446951953614e-18,0.0024824773993283936,-0.0003217038179647965,0.00029477281650134104,-0.000736079871991018,-0.0010664115560503503,0.004033800504513549,4.336808689942018e-19,-0.0011057189661736,-8.927898701996593e-06,0.0018905581609865243,0.0018781460488052628,-0.0018267615070055067,-0.0012725189529210154,0.0012906462703136082,0.0021381956948529853,-4.336808689942018e-19,-0.00012600618521142767,0.0006037098987031529,-0.002555777213610858,0.002156678763106425,-0.000818374245197391,-0.017304886762542535,0.016266070809819764,0.017185398538087204
layer5-head9,-7.572830462468903e-06,0.0025843102043555193,-0.002611733121864974,-0.003515300293143721,-0.00015047678565873314,0.0008740217896310719,-8.673490585651461e-05,-3.3988842927708516e-05,1.4846374732659621e-05,-9.931519131602533e-05,0.0004435165270453755,0.0016555575358839505,-6.964705807504313e-05,-1.4719721084801904e-05,0.00913382455390133,-0.0007896366072928775,0.002830227643020205,-0.0006803676249922948,8.673617379884035e-19,4.336808689942018e-19,0.000358616510033272,-4.336808689942018e-18,0.002779233322460113,2.288282182939951e-05,0.006344614498602215,0.0006596785780607996,0.0014849064183096756,0.003071220040532761,8.673617379884035e-19,0.0008059855907038761,0.0005186120142804911,-0.011841952010552052,0.0013284300695499648,-0.0020698513299077315,0.0002386266630940873,0.004343096682735259,0.0014990621196258242,-4.336808689942018e-19,0.0006611319941998396,0.002474106514575348,-0.00048072560155265197,-0.000989375326286298,0.0042501536128150465,-0.03569230460364267,0.017238070083182823,0.018507108700575148
layer5-head10,-8.491197619737862e-06,0.0038950141913074083,-0.007169048676720365,-0.13033620342231855,-0.0005120913118604586,-0.000435392674659445,0.0002059947810826062,0.0006085795306579514,-0.00013719067452716934,-4.640751623397936e-06,-0.0008722233350820348,0.0019288627160937248,-0.00031870813668765215,-0.00047394675897883615,0.0005462283576292059,-0.002587825728061692,-0.0014085773673497258,-0.0009976935792388312,-4.336808689942018e-17,-2.949029909160572e-17,-0.0009900628357391893,6.938893903907228e-18,0.0010877731002225143,-0.00036854572891982014,0.009475954221558756,0.00033948187087581107,0.0019098855201196243,0.005035479218400053,-6.938893903907228e-18,-0.0002293505212086551,-0.0007503046530451562,0.00012309177724011407,0.0020430028808929245,-0.001514811202690192,-0.00017545026738215844,0.005851983156432875,-0.00021174584562953338,-8.673617379884035e-19,0.00039723521882500056,0.011801436247006018,-0.0007261845770980158,0.0016180028644179308,-0.0037757470656344964,-0.048066499700483684,0.01348285984756077,0.09100314891453787
layer5-head11,-0.00010858722480909505,0.0008519782500078552,-0.0014814830864765146,0.019923929418392296,-0.0002564831686268094,-0.00023104439476233143,8.642651176254157e-06,0.00010607585043952024,5.3169840899975525e-05,-4.9724640791343896e-05,-8.786441504865007e-05,0.0013834561836304506,-9.546651682266452e-05,5.181932954778004e-05,-0.0011851150337092112,-0.0005178280533386282,-0.0006734345955757908,-7.625030708643458e-05,5.854691731421724e-18,7.589415207398531e-18,-0.0005786987300338196,-4.336808689942018e-18,0.0007228796347141188,-0.00020518739552844573,0.0031638922791830154,-5.895658531179784e-05,0.0010238900032979335,-0.0006408347628804959,-8.673617379884035e-19,-0.0006626077081182974,-0.0006582291404672985,-0.0015747690721691977,3.191359612768426e-06,0.0001506826269867583,-0.0007648473271661892,0.0017681104763169807,0.0011638547515449627,-2.168404344971009e-19,-0.0008604899802256185,0.004587739886918228,7.491236925237227e-05,0.002024786120136785,-0.0034225571852331232,-0.0017149945915832378,0.00410979977188419,0.013708050806794492
layer6-head0,-1.5082271295868065e-05,0.00012446400585809186,0.0009600353451378444,0.0007350156264360331,2.4375743463516963e-05,7.052468198465957e-05,-1.3261231256934903e-05,6.012078750083372e-06,-3.135156657209081e-05,-6.24296136602338e-06,-2.6841327355095396e-06,6.284976182568163e-05,-3.8921583111581294e-05,-7.290940222942422e-06,1.2873781525344735e-05,-0.00016261976116836214,9.845280642184416e-05,6.82498435933307e-05,-5.421010862427522e-20,-5.421010862427522e-20,-7.575394242367345e-05,0.0,-0.0002997398327819411,-3.7202399519020914e-05,0.0012078518886153016,8.166955190966946e-05,-0.00018026773747131228,0.00020100318386039216,-1.6263032587282567e-19,0.00014327880063220817,-0.00011193517863929524,-0.00016950342584895662,-0.00014095928992540382,-0.00019865770585752426,0.0003731014010078939,0.00010217799672432286,9.223712748855593e-05,1.0842021724855044e-19,-0.00015630857428975916,0.00015580499275866063,-0.00013538705252058158,0.0004361593173518329,-0.0003708670651032189,-0.00247012699357162,0.0001387639816461732,0.016132184865055632
layer6-head1,-0.0007890169177142795,-0.0014069470918200147,0.017580647198713228,0.05439476635995796,0.0003879932813588274,0.002006708040203475,5.778139904721022e-05,-0.00012748292720398782,0.00010648749805996286,-5.65733566363826e-06,0.0008964719804784768,-0.0018217541659613836,0.0003253996642517331,-0.0005339810801966267,0.0002808468427401857,-0.0009416772905228994,0.005495111089018607,-0.00029542826636538654,1.3877787807814457e-17,1.3877787807814457e-17,0.0005413062236198821,-1.0408340855860843e-17,0.0011210799753980007,0.0006832883670621522,0.0008340529339337095,-7.47432520649523e-05,0.00022741192235940463,0.00013334613744093443,0.0,0.004125351833239095,5.636622886000894e-07,-0.02170453700391215,-0.0008011403502489299,-0.002197874421587613,-0.00289148492703968,-0.00646148949461239,0.0006164707812256928,2.168404344971009e-19,-0.00043444030515734023,-0.005641290364318636,-0.002499630426677293,-0.002490381602860985,0.004684249282715073,-0.004903220076525725,0.02228899380425831,0.08699310149842576
layer6-head2,4.357220131005519e-05,0.0008105466673792793,0.018357335060043486,0.012528398843945849,-3.795335314638243e-05,0.00058533618993292,-9.76507345686985e-05,-0.00030304463528841696,-0.00010977996699441269,-7.403594833926929e-06,-0.0003497568646411902,0.00025454785358347293,-0.0004322310195148411,-0.0004062616092557988,-0.0034827318629097053,0.005556838511119697,-0.0002535682581252257,1.8604573537978585e-05,-4.336808689942018e-18,-3.469446951953614e-18,-0.00044709483481839365,4.336808689942018e-18,-0.004986214006801526,-6.310136395032384e-05,-0.00398106178388256,0.0002958121166877587,-0.00225978512820122,0.0025644793148148454,-2.168404344971009e-19,0.0020582832896010295,0.0008339947143383861,-0.007005011512626891,0.0028443334924893515,-0.00046818491684228787,0.0010957105349032519,0.0021217292421632037,-0.003522788625968957,8.673617379884035e-19,-0.00041380446182388066,0.0005817860804554361,-0.0011948043249162216,0.004200778705974631,3.473425088964416e-05,-0.009992051383808818,0.011603757271372854,0.002720702848516887
