Model	Accuracy	ROC AUC
Baseline	0.9481132075471698	0.9833570665717337
TATA-kmer Important Heads Ablated	0.5849056603773585	0.6957992168031328
TATA-kmer Unimportant Heads Ablated	0.660377358490566	0.9639551441794233
